position,score
r1bq3r/pppk1pbp/8/3nP1Bp/2N5/2P3P1/PP3PB1/R2QK1N1 w Q - 0 16,99998
r5k1/pp4pp/B2B4/3p4/3P2br/b4R1P/3K4/4R3 b - - 1 26,436
5r2/6k1/Bp3pp1/2p4p/P4r1P/8/5nPK/5R2 b - - 1 48,660
r5k1/1p1qpp1p/p2p1bp1/P2P4/1P1B4/1B5P/2P2PP1/3Q1RK1 w - - 3 22,475
2b1r2k/1p3pp1/8/1PPp1P1P/3P4/r2B2K1/8/2B5 b - - 0 34,656
6k1/1Q3p2/p2r3p/6p1/P2q4/5P2/6PP/2R2BK1 w - - 1 33,343
r2r4/pp3pk1/1n4p1/2n4p/4PP1P/q2B4/4NQ2/3RK1R1 b - - 2 28,966
6k1/1q4pp/bp1PPp2/5p2/Pp3B1P/8/1P3PP1/2rQR1K1 w - - 1 24,500
1k1r3r/pbp1npp1/1p6/P2q1P2/2pN1BQp/2Pn4/2B3PP/R3R1K1 w - - 0 21,212
3r1bkr/pQ2nN2/6p1/3Pp2q/4P3/4B1P1/PPP2R1P/4R1K1 w - - 1 26,884
6k1/4bpp1/p3n2p/8/1P2PB2/Q2q3P/5PP1/6K1 b - - 1 26,692
3Qr1k1/6rp/4p3/2R2p2/2P4P/6P1/P2pqP1K/8 b - - 5 35,1180
r3k2r/1p4pp/p1b1pp2/2q2n2/2Pp1P2/1P1Qb3/P5PP/RN2NR1K b kq - 1 16,618
5rk1/p4pp1/1q1Nn2p/2p1n2P/6Q1/2P3P1/5BB1/1b5K b - - 1 35,1148
8/2r3kp/p2R4/3Pqp2/1P1B2p1/P2Q2P1/5PK1/4r3 w - - 0 44,504
r3r1k1/2qb1p1p/1ppp1np1/p2Pp3/2P1P3/PPNnB1PP/3N1PB1/1R1Q1RK1 b - - 2 17,-673
r5k1/pb5p/1p2ppp1/7Q/5n2/5qP1/1B3P1P/2R1R1K1 b - - 7 36,99999
2r3k1/1p1qpp1p/p2p2p1/P2P2b1/1P1B4/1B5P/2P2PP1/3Q1RK1 w - - 3 22,531
8/1p6/1k4B1/8/2P1Npp1/4p3/3r2P1/5RK1 w - - 2 36,507
3r4/3P1bk1/3R4/4q1p1/3QP2p/5P1P/Pr4P1/3R2K1 w - - 3 36,998
3r2r1/pk2bp2/4p3/2p1P3/2Nn3p/5pR1/PP1B1P1P/R3K3 b Q - 1 27,500
2kr2r1/Qp3p2/3Ppn2/Bp6/5P2/1P4p1/2P5/2KR4 w - - 2 32,720
8/PP4k1/6P1/4Pr1p/2p2Nb1/5pP1/1P3K2/4R3 w - - 1 58,1167
8/8/4k3/4r3/8/8/2b4K/4R3 w - - 41 68,-27
2k1r2r/p1b4q/P3p3/1p1p4/1PpN1n2/2P2QN1/8/R4RK1 b - - 1 34,99999
8/8/8/2N5/1n4n1/2p5/2kq2RK/8 w - - 5 81,-428
2r3k1/4qpp1/7p/2Q2P2/4b3/2K2N2/6PP/3R4 b - - 3 32,1015
5rk1/p4pp1/1q2n2p/2p1n2P/4N1Q1/2P3P1/5BB1/1b4K1 b - - 1 35,1080
2r1k1r1/1bq1b3/p2pB1p1/7P/2n1PB2/pN4R1/K1P1Q3/1N1R4 w - - 1 29,551
8/p3R2r/5pk1/6p1/8/4PP2/P3KP2/8 w - - 2 41,154
2rq2k1/p2Q2pp/Bp6/n2p4/3P2pb/2N1P1N1/PP3r1P/1K1R3R b - - 0 21,562
3k4/1b3Q2/p1q2p1n/1pb4P/4R3/P2P4/8/5K2 b - - 0 37,829
1r4k1/BPb4p/4b1p1/1B6/P2NP3/6P1/1r5P/2R3K1 w - - 9 36,539
r3rbk1/p4ppp/1p6/2p5/2P5/1P1PBnPP/P2Q1P2/R2R1KNq b - - 0 20,636
8/8/7p/1P3K2/6p1/6P1/1P3QkP/8 b - - 2 68,-624
r4rk1/1bNn2p1/p2b4/1p3p1Q/5P2/2n5/PPPB2PP/4RR1K w - - 0 19,633
k4b2/p6p/bpnN1pp1/2p2N2/P3PBKP/3r4/1P4P1/2R5 b - - 0 26,99999
2rq1rk1/1n4pp/p4p2/1P1Pp3/5P2/1P2B1PP/4N1B1/2R1b1K1 b - - 0 22,709
2rq1rk1/1n4pp/p1R2p2/1P1Pp3/8/1P2B1PP/4NPB1/4b1K1 b - - 1 22,665
8/8/8/8/2kbK3/2N5/8/8 b - - 1 66,-1
2Q5/8/8/7P/1p6/1n6/pkr2PK1/8 b - - 5 67,866
3R1rk1/6pp/4bp2/4p3/4PP2/4B3/2r3PP/3R2K1 b - - 0 24,-5
3r3r/6kp/p3pb2/1pn2pp1/2p5/P1N2BP1/5P1P/1R1R2K1 b - - 0 27,570
3r2k1/1p4r1/1qp4Q/p3pP2/P1P1n3/1P3Bn1/6K1/3N3R b - - 1 44,929
R7/2p2k2/2Pp4/3P4/4K3/4P3/p7/r7 w - - 6 54,-10
1rq3k1/3n1pp1/1rp1p2p/8/1PRQP3/p5P1/P4P1P/1R4K1 b - - 0 26,506
r5k1/1p3rp1/p7/4Rb1p/2B5/8/PPP3PP/2K4R w - - 0 22,586
r5k1/pb5p/1p2ppp1/8/5n2/5qPQ/1B3P1P/R3R1K1 b - - 7 36,99999
5k2/2R5/p5p1/5p2/8/4p3/5bK1/3B3r b - - 1 49,452
1r6/2R3Rp/5k2/p2Pp2P/4P3/Pr6/2K2P2/3N4 b - - 2 41,-588
2r3k1/5p2/1B2b2p/pp1P2p1/1P6/PQ1p4/1r2N1PP/4R1K1 w - - 1 28,670
8/R4k1p/4N3/4pP2/3b4/6P1/p6r/4K3 b - - 1 41,467
2rr2k1/4pp1p/p5p1/1p2N3/8/1P5P/5PP1/1R4K1 b - - 2 28,545
4k2r/pp2p1bp/2p1P1b1/5pNp/2P5/4B1PP/PP6/R4RK1 w - - 0 21,510
r4qk1/1b3p2/1B4r1/pn1p2R1/1Q6/6P1/P6P/R5K1 b - - 0 30,829
r5k1/pp4pp/8/3pB3/3P2br/b2B1R1P/3K4/4R3 b - - 1 26,724
8/2R3pp/p6k/8/8/1K4BP/6r1/3r4 b - - 3 50,700
4R3/3P2kp/5pp1/6Pn/7P/8/1PKR4/1q6 w - - 9 47,993
r1bq1rk1/1p1nbppp/4p3/p2pN3/P4B2/1Pp3PP/Q4PB1/R4R1K b - - 1 18,464
5k2/R2n1pp1/P1N3p1/r5P1/8/8/5PK1/8 w - - 5 40,99998
8/4k3/2bq3Q/5pp1/3pr3/7P/P1P3P1/4RB1K w - - 5 49,285
8/8/p1k5/5N2/1p2r3/P1P5/1PK1R3/8 w - - 0 72,505
r2R3R/pk3p2/1n6/1p3N2/8/b2P2P1/P3PP1P/6K1 w - - 1 32,602
r1b3qr/pppk1pbp/5n2/3PP1Bp/2N5/2P3P1/PP3PB1/R2QK1N1 w Q - 1 16,715
6rk/6bp/3QR3/5p2/q1PBp3/2P3P1/1P3P1K/8 w - - 5 46,588
2r3k1/1p2pp1p/p2pqbp1/P2P4/1P1B4/1B5P/2P2PP1/3Q1RK1 w - - 3 22,806
1r3rk1/Q2n1ppp/4p3/2P5/1p1P1q2/4PB2/6PP/1R3RK1 w - - 1 22,665
6k1/1p1n1pp1/7p/8/3PqN2/4P2P/r6N/3Q2K1 b - - 3 34,678
3k4/5p2/p7/1p1N1q2/2n5/P7/1PP5/1K6 b - - 1 38,638
8/4rk2/6p1/7p/8/6PP/1R3P1K/8 b - - 0 51,-8
R7/4Qbkp/5pp1/8/5P2/1q2P2P/4B1PK/r7 w - - 5 42,99999
6k1/5p1p/1q3np1/4Q3/3p4/4rP1P/6PK/3R4 b - - 3 37,720
8/p3b2k/1p4np/1Pp1p3/2PpP1P1/P4K2/3Nn2R/2B5 w - - 2 39,353
8/p3b1k1/1p4np/1Pp1p3/2PpP1P1/P4Kn1/3N3R/2B5 w - - 2 39,289
2rr2k1/5pp1/6b1/p1b1PNPp/5R2/2P2QN1/P5PK/R7 w - - 1 29,688
r5k1/pp4pp/3B4/3p4/3P2br/b2B1R1P/8/3KR3 b - - 1 26,911
8/8/k7/b7/r7/N6P/K1R5/8 b - - 5 56,-5
5r2/5ppk/p6p/3BPp1P/1p2nP2/1P6/q2NK3/3R3R b - - 3 32,687
r3r1k1/3b1pp1/n1pb1q1p/3p4/pp1P4/PP1BPN1P/2Q2PP1/1KNR3R b - - 0 17,330
3r4/2NP1pk1/1p3p2/5b2/3R4/P7/1P3P1r/2K5 b - - 3 40,481
8/p5pk/2Qp4/5n1q/2P5/P1B3p1/1P6/6K1 w - - 2 40,-162
r5k1/1p4pp/1R3b2/8/bN3B2/P1P4P/1P3PP1/6K1 w - - 1 27,451
6k1/3R2p1/3Np3/3n1p2/3P4/4p2P/2r5/5K2 b - - 1 41,468
8/4r3/p1k5/1p3N2/8/P1P5/1PK1R3/8 w - - 11 72,583
6r1/1B1nk3/p2pn1P1/4p3/1PP5/6K1/P2B4/5R2 b - - 2 39,-25
r7/1p2k2p/p3pn2/2p5/4PPpP/8/PK2N1P1/3R3R w - - 0 22,475
b4r1k/p1q1n1b1/1p1BQ2p/5pp1/8/P2B1P2/1P4PP/R4R1K w - - 3 25,765
5Rrk/1p6/p1p1p3/2PpP2P/1P5b/4p1rP/P6K/3R2B1 b - - 1 33,432
6k1/P2r1pp1/7p/2p1p3/1nN1P3/5P2/1K4PP/R7 w - - 1 33,627
8/4qp1k/1p1P2p1/2p1Q2p/3nR3/7P/P4RP1/6K1 w - - 1 34,1144
3k3r/8/1NBp2q1/pP1P1b2/5n1p/P4R1p/4Q1PK/6N1 b - - 0 38,423
1qb1nrk1/3p1p1p/2nQN1p1/4pN2/1p2P3/6P1/1PP2PBP/4R1K1 b - - 3 22,494
r3r1k1/3b1pp1/n1pb1q1p/3p4/pp1PB3/P3PN1P/1PQ2PP1/1KNR3R b - - 1 17,563
8/8/8/1b1K4/8/2k5/8/8 b - - 1 55,-5
2rq1rk1/1n4pp/p4p2/1P1Pp3/8/1P2BBPP/4NP2/2R1b1K1 b - - 1 22,706
r3r1k1/2p1qpbp/1p1p2p1/pP1P4/n1PN4/2Q2BP1/5P1P/1R1R2K1 b - - 1 22,925
2r4k/pp4pp/2R2r2/4b3/6p1/2B3N1/PP3PPP/5RK1 w - - 1 25,99998
2kr1qnr/1bpp2pp/pp2p3/1Nb1P3/2PN1B2/P2B2P1/1P3Q1P/2KR4 b - - 2 17,463
7r/3k1ppp/p2b1B2/N1p5/4bN2/8/PP3PPP/3R2K1 w - - 1 22,523
r4rk1/6p1/bp2pp2/p2p1q2/1p3P1Q/8/PP1N2PP/2KRN2R b - - 1 24,523
8/8/8/rR3pk1/5p2/5P1P/8/6K1 w - - 9 57,428
5rk1/p4p1p/6p1/1p3qP1/5nbP/3RQ3/PP3P2/1K5R b - - 1 26,608
5rk1/2p5/1p1b2p1/3q1p2/8/2Q5/1B4PP/1R3R1K w - - 3 29,99999
8/8/8/2N1n3/1n6/2p5/3q2RK/2k5 w - - 5 81,-42
5N2/5p2/6p1/p2kp3/1p6/6RK/PP6/8 b - - 1 55,-527
6R1/1pp2p2/pb3k2/5p2/6qp/3Q2P1/PP3P2/6K1 w - - 2 34,542
Q7/3P4/1k6/1pr3P1/6q1/1P6/2P2n2/1KR5 w - - 3 56,1097
4k2r/2rn1p2/p3pQ2/1pq4B/8/8/PP3PPP/3RR1K1 w k - 5 29,99998
5r1k/3nN3/p2PN1Pp/1pr5/6p1/P1b3P1/1P1R1P2/3R2K1 w - - 7 38,498
r3k2r/1p4pp/p7/3pp1bP/4n3/2R5/PPP1NP2/1R2K3 b kq - 1 22,653
r3b3/1p3kpp/1R3b2/8/1N3B2/P1P4P/1P3PP1/6K1 w - - 1 27,669
5r1k/pp5p/n2p2q1/3Pp1b1/1P6/P3Q1NP/1B3PK1/7R b - - 5 34,638
5r1k/pp5p/n2p2q1/3Pp1b1/1P6/P3Q1NP/1B3PK1/4R3 b - - 5 34,587
r7/1p3Bbk/1Q4pp/p3p3/8/7P/PP4P1/1K2R3 w - - 1 29,766
3r2k1/p5p1/2p4p/1pP1p3/3B3R/4PpP1/P1q1nP1P/Q6K b - - 1 39,481
2r1k1r1/1b6/pq1pB1p1/7P/2n1PB1b/pN4R1/K1P1Q3/1N1R4 w - - 1 29,455
r2q1r1k/1pR1n1p1/p6p/1b1P1p2/8/P1Q1PB2/1P1N1PPP/2R3K1 w - - 3 26,389
2n3Q1/1kpK3P/1p6/8/8/4q3/8/8 w - - 11 63,474
r3k2q/pp1b2p1/3Qp3/Bp4b1/4P3/8/PPP4P/2KR3R w q - 2 21,497
4n2k/1pp3bB/r7/p2PpqQ1/2P5/8/PP3P2/R3K2R w Q - 1 27,1185
5bk1/p1r2p1p/1p2pB2/n3P3/P2P1qPP/8/2r5/R2QR1K1 b - - 0 27,675
8/1R3ppk/7p/3K4/1N1P4/8/5PPr/8 b - - 1 56,-362
5k1r/1bq2p2/2p1pn2/1p2bp2/7p/1P3QP1/2P1BP1P/3NR1K1 b - - 1 27,571
4b3/3rk3/7R/3BP2p/1pP2p2/1P3K2/P6P/8 b - - 3 49,-470
8/8/2K5/5k2/3B1n2/8/8/8 w - - 1 61,-3
3qr1k1/1p3pp1/7p/pNnBPr2/P1P3b1/4RN2/1P3P2/R2Q2K1 w - - 1 26,273
k4b2/p6p/bpnN1pp1/2p2N2/P3PBK1/3r4/1P4PP/6R1 b - - 1 26,512
r4rk1/pp2bppp/2n1p3/3n4/2QPB1b1/Nq3N2/1B3PPP/RR4K1 b - - 3 19,279
8/7p/R1bN2k1/2P5/2P5/4r3/P6P/6K1 w - - 3 36,463
3r1N2/8/5P2/1k3P2/n7/2p3P1/1p4K1/1R6 b - - 0 38,492
2r3k1/3bpp1p/p2p2p1/1p1P4/1P2P3/4b2P/P2Q1PP1/3R2K1 w - - 0 23,426
8/2n3k1/6P1/K1N5/8/P7/8/8 b - - 2 67,-161
2k5/2P5/5p2/1r4pp/N7/5P2/3R1KPB/4r3 w - - 2 52,1381
2R5/7k/1qn2rpp/4p3/2P5/3P2P1/8/5Q1K b - - 3 48,839
4k2r/6p1/p3ppP1/1p1b4/nP1P4/QNr2B2/5P1q/R3KR2 b Qk - 7 27,435
6k1/6b1/K2N2p1/1p6/1P2pB2/P6P/5PP1/3n4 w - - 1 38,496
2rq1rk1/5ppb/4pn1p/3pN3/1b6/3pP1P1/2P2PBP/R1Q1RNK1 b - - 1 23,519
2r3k1/5qpp/bp1PPp2/5p2/Pp3B1P/8/1P3PP1/3QR1K1 w - - 1 24,961
8/8/4p3/1k1pP3/8/N1P5/p1K5/2b5 b - - 1 46,636
2r3k1/5ppp/4p3/p3q1b1/PQ6/3r3P/5PP1/5RK1 b - - 1 32,1130
r4rk1/ppqbppbp/3p2p1/8/2P1P1PP/1N2nK2/PP4Q1/R4B1R b - - 1 16,948
5r1k/pp5p/n2p2q1/3Pp1b1/1P6/P3Q1NP/5PK1/B1R5 b - - 5 34,627
6k1/4rbpp/5p2/p7/P2B4/6K1/8/1r6 b - - 1 45,817
r4k2/1p2qrb1/6R1/1p3p1Q/P4P1P/2P5/1P4P1/5K2 b - - 0 27,541
3r2k1/6p1/5p1p/1q2p3/p4R2/6P1/6PK/r7 b - - 1 41,1207
3r1b2/1k2qp2/p5p1/6P1/Q3P3/P5Bp/7P/7K b - - 2 33,353
6k1/1p2qppp/rQp1n3/1p1pP3/3P4/PP5P/1P4P1/R4R1K b - - 2 23,492
8/6pk/6q1/7p/5P2/7r/5QP1/4R2K w - - 0 48,366
2rq1rk1/1n4pp/pB3p2/1P1Pp3/8/1P4PP/4NPB1/2R1b1K1 b - - 1 22,724
r4rk1/1p4pp/2p5/p1Pp4/PP1q4/2N2P2/5P1P/RR4K1 b - - 1 23,606
R7/1p1br1kp/2p3p1/1nN1P3/8/1q3N1P/1Q3PP1/6K1 w - - 7 29,884
8/pB3p2/P4k1p/5p2/8/5PPP/4Kb2/8 w - - 1 32,359
4k3/8/2R3p1/2P1P1P1/2p5/p1B1P3/2N3r1/2K5 b - - 1 65,-298
r3rbk1/p4ppp/1p6/2p5/2P5/3PBnPP/PP3P2/R1QR1KNq b - - 6 20,451
r3n2k/1ppq2bB/8/p2Pp1Q1/2P5/8/PP3P2/R3K2R w Q - 1 27,1167
r1bq1rk1/pp3pbp/n2p1np1/4p3/3NPB2/2N4P/PPP1BPP1/R2QR1K1 b - - 1 10,378
8/8/p1k5/1p3N2/7r/P1P5/1PK1R3/8 w - - 11 72,528
8/2n3k1/6P1/2N5/1K6/P7/8/8 b - - 2 67,-35
2r5/5p1k/1B2b2p/pp1P2p1/1P6/PQ1p4/2r1N1PP/4R1K1 w - - 1 28,775
r1b4r/4k1pp/1B3p2/bBn1p3/8/P1P2N2/5PPP/3RK2R b K - 0 20,382
1r2rk2/2R2pp1/8/1p4P1/p3BP1Q/3P4/1q2P1K1/7R w - - 3 33,99999
1k1r4/p1ppR1p1/1p4B1/1b2qP1P/2n2QP1/5PK1/P7/8 w - - 4 41,383
1rq3k1/3n1pp1/1rp1p2p/8/1PRQP3/p7/P4PPP/2R3K1 b - - 1 26,466
6rk/pp1q3p/8/3Pp3/3bR2P/6Q1/PP5K/1B6 b - - 2 33,629
2rr4/1p2Npk1/p1bp3p/5P1p/2P5/1P2R2P/P1q2QP1/5RK1 w - - 4 27,971
3r2k1/p1p3pp/2p5/1p1R4/6b1/2N5/PP3PPP/2K5 b - - 1 21,467
8/1p4k1/p7/2K5/8/1b6/6p1/8 w - - 2 56,-3723
2r1b2k/1r3ppB/2pBp3/p3P3/2PP3R/8/P1Q2PP1/6K1 w - - 1 28,826
1r6/2R4p/5k2/p2Pp2P/4PP2/Pr6/2K5/3N2R1 b - - 0 41,-483
6r1/3k1ppp/p2b1B2/N1p2b2/5N2/8/PP3PPP/3R2K1 w - - 1 22,497
r5k1/8/1p1b2p1/2pq1p2/8/2Q5/1B4PP/1R3R1K w - - 0 29,99999
r4rk1/ppn1p2p/2p3p1/1N4n1/2P5/6bq/PPQ1BB2/3R1RK1 b - - 1 22,99999
8/B7/8/7K/8/8/k7/8 b - - 1 54,-26
2r2bk1/6pp/p4p2/1p1P4/PPpR2qP/4rNP1/5P2/3R2K1 b - - 0 37,738
8/8/8/p5k1/PpPp2P1/1P1K4/2r4q/8 w - - 2 67,-674
8/8/8/8/8/5K2/8/5k2 w - - 1 64,-11
3r1r1k/4q1pp/1pb5/p1n1pp2/P1B5/1PB1nP2/1KQ2NPP/R4R2 b - - 1 23,713
2kr4/p7/1pP1q2r/5pRn/3R3Q/2K5/P4B2/8 w - - 1 43,715
8/5p1k/1p1P2p1/2p1Q2p/4R2q/5n1P/P4RP1/6K1 w - - 1 34,1016
r4rk1/1p3pb1/n2pb1p1/3Pp1Pp/p1P1q3/2Q1B2P/PP1NBP2/2K3RR w - - 11 27,792
8/8/pK6/1p6/1P6/k7/8/4B3 w - - 8 75,502
2r3k1/3n1pb1/p1p1p1pp/8/NBn5/6PP/1P2PPB1/1RR3K1 w - - 0 24,638
r1b2rk1/1q1nbp1p/p1N1p3/1p2p1p1/4NP2/3PB3/PP2Q1PP/2R2R1K w - - 0 21,564
rr3k2/4n1pp/1n3p2/1NN1p3/2P1P3/1P3P2/3BK1PP/R6R w - - 1 21,726
r4rk1/pp2bppp/2n1p3/3n2N1/3PB1b1/Nq6/1B2QPPP/RR4K1 b - - 3 19,907
8/8/8/8/1k6/p7/6P1/4K3 b - - 1 60,630
r4r1k/pp1nN2p/2p5/3pb1BQ/1P6/3B4/q3NPP1/3R1K2 w - - 2 22,99999
r4rk1/ppn1p2p/2p3Q1/6n1/2P5/2N3bq/PP2BB2/3R1RK1 b - - 0 22,975
5rk1/BPb4p/4b3/1B4p1/P2NP3/6P1/1r5P/2R3K1 w - - 0 36,550
6k1/ppp3pp/3p4/3P4/2R1p3/P1B2r1b/1P5P/6K1 b - - 1 29,99999
N7/4k2p/4p1p1/6P1/P3q3/2K3P1/8/8 b - - 2 49,704
8/p6k/1p4np/1Pp1p1b1/2PpP1P1/P4Kn1/3N3R/2B5 w - - 2 39,172
6k1/2P3p1/p6p/6b1/P2P4/6PK/1P6/7Q w - - 1 51,1554
5rk1/Qbqpbppp/2n1p3/1p4B1/3N2n1/6P1/PP2PPBP/2RR2K1 w - - 3 20,267
2r2rk1/pp1q2pb/2n4p/3Q3P/4pp1N/8/PPP3BK/8 b - - 3 29,1508
6rk/N4pp1/4p2p/3n2b1/2RP4/P5BP/1P3PP1/6K1 w - - 1 28,345
rn4k1/pQ3p2/2N2p1p/1q1p4/8/2rBP3/5PPP/3R1RK1 w - - 1 22,1066
4rbk1/pb3qpp/1p3p2/1Pp1P3/P1n2P2/2NQ2NP/1B4P1/R5K1 b - - 2 33,298
4r1k1/1pq2pp1/2p4p/p1b1p3/2P1b3/PP4P1/1B1QPP1P/1R4K1 b - - 1 22,729
4r3/1pk5/p5P1/4r3/2PB1Q2/1P2p3/P7/6K1 w - - 4 44,779
3rr3/1k2bqp1/1nn5/1Np5/4QB2/1P1P2P1/P4P1P/6K1 b - - 1 26,758
r3k3/ppb2p1p/2b1n3/2pB3Q/8/P1N1P3/R1PP1RpP/1N4K1 w q - 1 20,1672
6k1/p5p1/2Qp4/5n2/2P5/P1B3p1/1P2q3/6K1 w - - 2 40,217
8/8/7R/4KNk1/4P3/8/4r2p/8 w - - 1 61,178
5rk1/Qbqpbppp/2n1p3/1p1n2B1/3N4/6P1/PP2PPBP/2RR2K1 w - - 3 20,214
r3rbk1/p4ppp/1p6/2B5/2P5/3P1nPP/PP1Q1P2/R2R1KNq b - - 0 20,99999
3r4/p5p1/Pp3k2/3p4/6RP/3R1PK1/4p1P1/2r5 b - - 1 34,825
8/8/4p3/1k1pP3/2P5/8/p1K5/1Nb5 b - - 0 46,460
2kr2r1/pp1b1p1Q/4p2P/3p4/3n1P2/P6R/2P1NqP1/R3KB2 w Q - 3 19,690
7r/4k1p1/p3pqP1/1p1bnpB1/1b1P4/3Q4/PP2BP2/R2K2R1 w - - 4 24,606
5rk1/3rq2p/pN1b1np1/3b4/1p1Pp2Q/1P2P3/PB2BP1P/R3K2R w KQ - 2 25,122
1rr4k/6pp/1NR2pq1/8/3pP3/PP1P2PP/4QP1K/3R4 w - - 1 39,884
6rk/3pR1pp/p7/1b6/1p6/6RP/2P2PPK/5q2 b - - 3 33,537
8/p7/3k4/4R3/5P1P/P7/1P4P1/3b3K w - - 1 58,590
1qr2rk1/1b2bppp/p3Nn2/1p2n3/1P6/P1N3P1/1B2QP1P/1BRR2K1 b - - 0 21,333
8/1k6/1pr1p3/5p2/2r2Q2/6P1/2P2P2/6K1 w - - 2 56,-106
5r1k/7p/p1p2p2/1pN1qn2/1PnP1NpP/P1Q3P1/5PBK/4R3 w - - 5 32,870
2r4k/1p1qpp1p/p2p1bp1/P2P4/1P1B4/1B5P/2P2PP1/3Q1RK1 w - - 3 22,556
5bk1/8/K2N2p1/1p6/1P2pB2/P1n4P/5PP1/8 w - - 1 38,478
8/5kp1/5p2/5r2/4QP2/5KP1/8/8 w - - 1 58,429
1r1r1k2/p3qppp/2N1pn2/1B1n4/P2P4/5NP1/4QP1P/2RR2K1 w - - 13 24,674
8/8/5pk1/8/5K2/R6P/r5P1/8 b - - 0 50,490
r3k3/pp3p1p/3bn3/2pb3Q/8/P1N1P3/R1PP1RpP/1N4K1 w q - 0 20,1217
b4n1k/1r2p1b1/2p2rp1/2qnN1Np/1P1P1p1P/PQ1B4/4RPPB/4R1K1 w - - 11 32,979
1qb1nrk1/3p1p1p/2nQ2p1/2N1pN2/1p2P3/6P1/1PP2PBP/2R3K1 b - - 3 22,596
6rk/pp1q3p/8/3Pp3/3bR2P/P5Q1/1P4K1/1B6 b - - 0 33,635
3rr1k1/p4ppp/1p6/3q4/3RQ3/1PN1n1PP/PB3P2/2R3K1 w - - 1 25,710
7k/q5b1/3r3p/PP2p3/3p4/3B2PP/R3QP1K/8 w - - 3 43,514
4r2k/pp1B1Qp1/7p/1q2p3/3b4/8/1P4PP/5R1K w - - 2 34,730
8/8/8/6kP/2K5/8/8/1q6 b - - 1 50,3596
3r1bkr/pQ2nN2/4q1p1/3Pp3/4P3/4B1P1/PPP2R1P/4R1K1 w - - 1 26,1175
rnb1k1r1/1p3p2/p2Q1B1p/8/8/2N3P1/P1P1B2P/4K2R w K - 1 26,99999
2br4/2q2pkp/2pN1np1/2P5/8/P1Q2N1P/1P3PP1/3R2K1 w - - 1 33,452
2rN2k1/n4r1p/1p1n2p1/p1p1p3/8/P2PPQP1/1P3P1P/3R1RK1 w - - 0 31,592
8/8/8/5p2/6k1/3r4/6P1/7K b - - 7 62,735
5r1k/pN1Q3p/5ppP/8/3pP3/3P4/PPr2PqB/4K3 b - - 2 35,99998
r4rk1/ppn1p2p/2p3p1/6n1/2P5/2N1B1bq/PPQ1B3/3R1RK1 b - - 1 22,99999
8/7p/R1bN2k1/2P5/2P5/5r2/P6P/6K1 w - - 3 36,446
5k1r/1bq2p2/2p1pn2/1p2bp2/7p/1P1B1QP1/2P1RP1P/3N2K1 b - - 1 27,542
2r2r1k/pp4pp/2R5/8/6p1/2b3N1/PP3PPP/5RK1 w - - 0 25,416
5r2/BPb2k1p/4b1p1/1B6/P2NP3/6P1/1r5P/2R3K1 w - - 9 36,665
3rr1k1/4pRb1/p3p1Q1/3Pp3/2P5/7P/P5P1/2R1q2K w - - 2 27,635
6rk/pR2RQpp/3r1P2/8/3P4/6P1/P3qPK1/8 w - - 1 33,99998
2Rr2k1/4pp1p/p2pb1p1/1p1P4/1P2P3/4b2P/P2Q1PP1/3R2K1 w - - 1 23,1062
r5k1/1p2q2p/5Qp1/2Pp1b2/p7/2P1BN1P/PP3PP1/R5K1 w - - 1 25,1230
6k1/5p1p/1q3np1/6Q1/3p4/4rP1P/6PK/6R1 b - - 3 37,596
2rr2k1/4pp1p/p5p1/1p2N3/5P2/1P5P/6P1/3R2K1 b - - 0 28,748
r3k3/3b1p2/p1npp1p1/q1p5/2P1PN2/1PpPBP2/P1Q3P1/4K1N1 b q - 1 19,273
8/1pk5/6B1/8/2P1Npp1/4p3/6P1/3r1RK1 w - - 2 36,528
6k1/1b3pp1/4p2p/pp2P2P/4PPQ1/1P4R1/r2r2P1/6K1 w - - 2 30,99999
4Q3/1p3p1k/6pp/1P6/5P2/3B4/b4P1P/3rN1K1 w - - 1 39,474
r4rk1/6p1/bp2pp2/p2p1q2/1p3P1Q/5N2/PP4PP/1NKR3R b - - 1 24,203
8/8/5k2/5p2/1rp4p/6bP/2R3P1/R5K1 b - - 1 61,10
2bq3r/2pk1p2/p1n1p1p1/2Q3Pp/2p5/2N5/PPP2PP1/R3K1NR w KQ - 3 16,820
3k4/8/1R6/8/8/7P/6P1/5K2 w - - 1 64,648
r4rk1/3q4/pp3b2/3bp2p/P7/2N5/1PP1Q1PP/3R1RK1 w - - 0 22,374
2k5/pQqbp3/5n2/2pP1p2/P1P1p3/2P1P3/3BB1r1/4KR2 b - - 0 25,770
6rk/pR2RQpp/3r1P2/6q1/3P4/6P1/P4PK1/8 w - - 1 33,629
2Q5/p5p1/5n1p/4k3/7P/6K1/P4PP1/8 w - - 4 49,617
r1b1k2r/pp3pbp/6p1/3B4/5n2/1PP4N/3K1PPP/R6R b kq - 1 16,655
r3k3/pp3p1p/2b1n3/2pB3Q/8/P1N1P1b1/R1PP1RpP/1N4K1 w q - 1 20,1390
3r1r1k/6p1/2p1N2p/1p2p3/8/1BP1Q2P/6q1/4R1K1 w - - 0 32,606
4r1k1/5pbp/4p1p1/4P1P1/1p1BpP2/1P2N1P1/r1Q1q3/3R3K b - - 5 42,875
8/7p/8/8/1k6/2q5/8/7K w - - 4 66,-3570
8/7p/R2N2k1/2P5/2P1b3/2r5/P6P/6K1 w - - 3 36,934
